"Nombre","Referencia interna","Código de barras","Categoría de producto","Coste","Precio de venta","Unidad SAT"
"Poliducto corrugado flexible 1/2' con guía, rollo 100 m","PF-1/2G","7501206668504","Volteck","5.6000000000000005","10.0","Pieza"
"Poliducto corrugado flexible 1/2' sin guía, rollo 100 m","PF-1/2","7501206668573","Volteck","4.5","7.0","Pieza"
"Poliducto corrugado flexible 3/4' con guía, rollo 50 m","PF-3/4G","7501206668566","Volteck","7.7","12.0","Pieza"
"Poliducto corrugado flexible 3/4' sin guía, rollo 50 m","PF-3/4","7501206668580","Volteck","6.0","11.0","Pieza"
"Polin 3 x 3 x 8","polin3x3","","MG","0.0","227.0","Pieza"
"Polin 4 x 4 x 8","","","MG","0.0","394.0","Pieza"
"Polipasto de 1 ton","POL-1","7501206689592","Truper","1950.0","2750.0","Pieza"
"Polipasto de 1-1/2 ton","POL-1-1/2","7501206689608","Truper","2550.0","3550.0","Pieza"
"Polipasto de 1/2 ton","POL-1/2","7501206689585","Truper","1850.0","2550.0","Pieza"
"Polipasto de 10 ton","POL-10","7501206689646","Truper","10250.0","14350.0","Pieza"
"Polipasto de 2 ton","POL-2","7501206689615","Truper","2650.0","3715.0","Pieza"
"Polipasto de 3 ton","POL-3","7501206689622","Truper","3550.0","4950.0","Pieza"
"Polipasto de 5 ton","POL-5","7501206689639","Truper","5350.0","7450.0","Pieza"
"Polipasto de palanca, 1 tonelada","POPA-1","7506240611295","Truper","1950.0","2750.0","Pieza"
"Polipasto de palanca, 1-1/2 toneladas","POPA-1-1/2","7506240611301","Truper","2350.0","3250.0","Pieza"
"Polipasto de palanca, 3 toneladas","POPA-3","7506240611318","Truper","3550.0","4950.0","Pieza"
"Polipasto de palanca, 3/4 toneladas","POPA-3/4","7506240611288","Truper","1850.0","2550.0","Pieza"
"Polipasto de palanca, 6 toneladas","POPA-6","7506240611325","Truper","5650.0","7950.0","Pieza"
"Polipasto eléctrico, 1000 kg","POLE-1000","7506240638018","Truper","9950.0","13950.0","Pieza"
"Polipasto eléctrico, 400 kg","POLE-400","7506240637981","Truper","3950.0","5550.0","Pieza"
"Polipasto eléctrico, 600 kg","POLE-600","7506240637998","Truper","5150.0","7250.0","Pieza"
"Polipasto eléctrico, 800 kg","POLE-800","7506240638001","Truper","6950.0","9750.0","Pieza"
"Polish en pasta blanco, grano fino","EA-21","7506240669982","Klintek","25.0","38.0","Pieza"
"Polish en pasta rosa, grano mediana (uso rudo)","EA-22","7506240669999","Klintek","25.0","38.0","Pieza"
"Polish líquido","EA-23","7506240669920","Klintek","45.0","67.0","Pieza"
"Polvo Avión Insecticida Hormigas","MGINSECTICIDA HORMIGAS","7503021172778","All","0.0","130.0","Pieza"
"Polvo Insecticida Moscas CYBORG","CYBORG","","MG","58.0","82.0","Pieza"
"Poncho unitalla, PVC,0.02 mm, Pretul","PONCHO-PD","7506240680406","Pretul","15.0","26.0","Pieza"
"Poncho unitalla, PVC,0.10 mm, Pretul","PONCHO-P","7501206659274","Pretul","65.0","102.0","Pieza"
"Poncho unitalla, espesor 0.25mm, PVC","PONCHO","7501206639627","Truper","110.0","165.0","Pieza"
"Porta empaque XP para fumigadores FUM-12, 16 y 20","FUM-010","7506240623649","Truper","145.0","235.0","Pieza"
"Porta herramientas de carnaza para tijeras de una mano","POCA-T","7506240646594","Truper","115.0","169.0","Pieza"
"Porta herramientas de carnaza, 12 compartimentos","POHE-12C","7501206658963","Truper","265.0","395.0","Pieza"
"Porta herramientas de carnaza, 13 compartimentos","POHE-13C","7501206658970","Truper","425.0","630.0","Pieza"
"Porta herramientas de carnaza, 6 compartimentos","POHE-6C","7501206658949","Truper","165.0","249.0","Pieza"
"Porta herramientas de carnaza, 9 compartimentos","POHE-9C","7501206658956","Truper","185.0","279.0","Pieza"
"Porta herramientas de clavos 2 compartimentos","POHE-CLAC","7501206600894","Truper","89.0","135.0","Pieza"
"Porta herramientas de cuero, 11 compartimentos","POHE-11CU","7501206600870","Truper","145.0","215.0","Pieza"
"Porta herramientas de cuero, 6 compartimentos","POHE-6CU","7501206600863","Truper","175.0","265.0","Pieza"
"Porta herramientas de cuero, 7 compartimentos","POHE-7CU","7501206600887","Truper","85.0","127.0","Pieza"
"Porta herramientas de cuero, 8 compartimentos","POHE-8CU","7501206600849","Truper","265.0","395.0","Pieza"
"Porta herramientas de poliester, 20 compartimentos","POHE-20N","7506240617884","Truper","305.0","455.0","Pieza"
"Porta herramientas de poliéster, 13 compartimentos","POHE-13N","7506240617877","Truper","195.0","295.0","Pieza"
"Porta herramientas de poliéster, 7 compartimentos","POHE-7N","7506240617860","Truper","169.0","255.0","Pieza"
"Porta lijas con mango y base metálica,9'","POLI-9","7506240678465","Truper","125.0","187.0","Pieza"
"Porta rollo, cromo, Riviera","RIA-72","7506240631217","limsa","265.0","395.0","Pieza"
"Porta rollo, satín, Riviera","RIA-72N","7506240631323","limsa","315.0","475.0","Pieza"
"Porta taladro de poliester con cinco compartimentos","POT-5B","7506240657750","Truper","175.0","265.0","Pieza"
"Portacandado acero zincado 1-3/4'","POCZ-175","7501206680094","Hermex","13.0","20.0","Pieza"
"Portacandado acero zincado 2-1/2'","POCZ-250","7501206680155","Hermex","18.0","27.0","Pieza"
"Portacandado acero zincado 3-1/4'","POCZ-325","7501206680179","Hermex","26.0","39.0","Pieza"
"Portacandado acero zincado 4-1/2'","POCZ-450","7501206680193","Hermex","28.0","42.0","Pieza"
"Portacandado acero zincado 6'","POCZ-600","7501206680865","Hermex","33.0","49.0","Pieza"
"Portacandado latonado 1-3/4'","POCL-175","7501206680087","Hermex","15.0","23.0","Pieza"
"Portacandado latonado 2-1/2'","POCL-250","7501206680100","Hermex","20.0","29.0","Pieza"
"Portacandado latonado 3-1/4'","POCL-325","7501206680162","Hermex","29.0","45.0","Pieza"
"Portacandado latonado 4-1/2'","POCL-450","7501206680186","Hermex","33.0","49.0","Pieza"
"Portacandado latonado 6'","POCL-600","7501206680209","Hermex","38.0","57.0","Pieza"
"Portafolio Truper","POR-TRU","7501206678374","Truper","525.0","625.0","Pieza"
"Portaherramientas de carnaza para limas triangulares","POCA-L","7506240651574","Truper","19.0","29.0","Pieza"
"Portalámpara con sensor de movimiento 360°","POSE-360","7506240620327","Volteck","155.0","235.0","Pieza"
"Portalámpara de PVC para intemperie a granel","POIN-10G","7506240646761","Volteck","9.0","20.0","Pieza"
"Portalámpara de PVC para intemperie, Volteck","POIN-10","7501206658208","Volteck","13.0","18.0","Pieza"
"Portalámpara de PVC, con sensor de luz, Volteck","POBA-19","7501206657232","Volteck","49.0","73.0","Pieza"
"Portalámpara de baquelita, 2-1/4', Volteck","POPL-13","7501206657256","Volteck","11.0","16.5","Pieza"
"Portalámpara de baquelita, 3-1/2', Volteck","POPL-10","7501206657263","Volteck","12.0","18.0","Pieza"
"Portalámpara de baquelita, 4'","POPL-11","7501206657270","Volteck","13.0","20.0","Pieza"
"Portalámpara de baquelita, cadena y doble contacto, Volteck","POBA-16","7501206658222","Volteck","15.0","25.0","Pieza"
"Portalámpara de baquelita, con adaptador, marfil, Volteck","POBA-20","7501206658260","Volteck","8.0","15.0","Pieza"
"Portalámpara de baquelita, con doble contacto, Volteck","POBA-13","7501206658246","Volteck","12.0","18.0","Pieza"
"Portalámpara de baquelita, con interruptor de barra, Volteck","POBA-11","7501206658123","Volteck","16.0","24.0","Pieza"
"Portalámpara de baquelita, con interruptor de cadena,Volteck","POBA-18","7501206658277","Volteck","15.0","23.0","Pieza"
"Portalámpara de baquelita, con interruptor de cadena,Volteck","POBA-17","7501206658253","Volteck","15.0","23.0","Pieza"
"Portalámpara de baquelita, doble contacto, Volteck","POBA-12","7501206658215","Volteck","12.0","18.0","Pieza"
"Portalámpara de baquelita, doble entrada, Volteck","POBA-15","7501206658284","Volteck","16.0","24.0","Pieza"
"Portalámpara de baquelita, sencillo a granel","POBA-10G","7506240646778","Volteck","7.0","10.5","Pieza"
"Portalámpara de baquelita, sencillo, Volteck","POBA-10","7501206658116","Volteck","8.0","12.0","Pieza"
"Portalámpara de baquelita, tipo anuncio, Volteck","POPL-12","7501206657249","Volteck","12.0","18.0","Pieza"
"Portalámpara de baquelita,4-1/2'","POPL-17","7506240679349","Volteck","15.0","23.0","Pieza"
"Portalámpara de plástico, base G13 bipin, 2 pzas, Volteck","POPL-15","7501206658192","Volteck","13.0","20.0","Pieza"
"Portalámpara de plástico, slim line, bolsa 2 pzas, Volteck","POPL-14","7501206658178","Volteck","16.0","24.0","Pieza"
"Portalámpara de policarbonato, con sensor de luz, 360°","POBA-21","7506240634737","Volteck","125.0","187.0","Pieza"
"Portalámpara de policarbonato, sencillo, Volteck","POBS-10","7506240618195","Volteck","8.0","15.0","Pieza"
"Portalámpara de porcelana para MR, base bipin,Volteck","POPO-12","7501206658468","Volteck","7.0","12.0","Pieza"
"Portalámpara de porcelana para base GU10, Volteck","POPO-21","7506240643098","Volteck","10.0","15.0","Pieza"
"Portalámpara de porcelana para candil, Volteck","POPO-10","7501206658413","Volteck","7.0","15.0","Pieza"
"Portalámpara de porcelana, 3-1/2', circular, Volteck","POPO-15","7501206658376","Volteck","15.0","24.0","Pieza"
"Portalámpara de porcelana, 4-1/2', circular, Volteck","POPO-18","7501206658383","Volteck","16.0","23.0","Pieza"
"Portalámpara de porcelana, base tipo Mogul (E39), Volteck","POPO-19","7501206658406","Volteck","29.0","46.0","Pieza"
"Portalámpara de porcelana, con ladrón y cadena, Volteck","POPO-20","7501206658390","Volteck","69.0","105.0","Pieza"
"Portalámpara de porcelana, cuadrado, Volteck","POPO-11","7501206658369","Volteck","12.0","19.0","Pieza"
"Portalámpara de porcelana, sencillo, Volteck","POPO-14","7501206658437","Volteck","10.0","16.0","Pieza"
"Portalámpara de porcelana, soporte tipo escuadra, Volteck","POPO-16","7501206658444","Volteck","12.0","19.0","Pieza"
"Portalámpara de porcelana, soporte tipo niple, Volteck","POPO-17","7501206658451","Volteck","10.0","17.0","Pieza"
"Portalámpara de porcelana, tipo anuncio, Volteck","POPO-13","7501206658420","Volteck","10.0","15.0","Pieza"
"Portalámpara para intemperie, reforzada , Volteck","POIN-10X","7501206660980","Volteck","17.0","26.0","Pieza"
"Portamanguera de pared","PORMA-50","7501206650820","Truper","345.0","515.0","Pieza"
"Portamanguera de plástico","GAN-MA","7501206652695","Truper","69.0","105.0","Pieza"
"Portamanguera de plástico, beige","GAN-MAB","7506240626695","Truper","69.0","105.0","Pieza"
"Portamanguera de plástico, verde","GAN-MAV","7506240626688","Truper","69.0","105.0","Pieza"
"Portarollo con cubierta, cromo, Aqua","AQA-72","7506240642534","limsa","120.0","179.0","Pieza"
"Portarollo, Aero","AEA-72","7506240617662","limsa","195.0","295.0","Pieza"
"Portarollo, cromado, línea Element","ELA-72","7506240620112","limsa","135.0","205.0","Pieza"
"Portarollo, satinado, línea Element","ELA-72N","7506240620174","limsa","155.0","235.0","Pieza"
"Portarrollo plástico de repuesto, Foset","REF-AB-01","7506240683537","limsa","10.0","17.0","Pieza"
"Portarrollo, Foset Basic","A-917","7506240617228","limsa","95.0","145.0","Pieza"
"Portavaso cepillero, Foset Basic","A-907","7506240617211","limsa","68.0","105.0","Pieza"
"Portavaso cepillero, con vaso, línea Aero","AEA-71","7506240617648","limsa","130.0","195.0","Pieza"
"Portavaso cepillero, cromado, línea Element","ELA-71","7506240620259","limsa","125.0","187.0","Pieza"
"Portavaso cepillero, cromado, línea Riviera","RIA-71","7506240631187","limsa","265.0","395.0","Pieza"
"Portavaso cepillero, línea Aqua","AQA-71","7506240642541","limsa","120.0","179.0","Pieza"
"Portavaso cepillero, satinado, línea Element","ELA-71N","7506240620143","limsa","145.0","217.0","Pieza"
"Portavaso cepillero, satinado, línea Riviera","RIA-71N","7506240631293","limsa","295.0","445.0","Pieza"
"Porto power hidráulico, 10 toneladas","PORPO-10","7501206684726","Truper","4250.0","5950.0","Pieza"
"Porto power hidráulico, 20 toneladas","PORPO-20","7501206662274","Truper","10250.0","14350.0","Pieza"
"Porto power hidráulico, 4 toneladas","PORPO-4","7506240618928","Truper","3150.0","4450.0","Pieza"
"Prensa 2' de yugo para tubo","PTU-20","7501206692158","Truper","645.0","1035.0","Pieza"
"Prensa 2-1/2' de cadena para tubo","PTU-25C","7501206692134","Truper","725.0","1150.0","Pieza"
"Prensa 2-1/2' troquelada","PTR-2-1/2","7501206620656","Truper","59.0","88.0","Pieza"
"Prensa 3' troquelada","PTR-3","7501206620663","Truper","62.0","93.0","Pieza"
"Prensa 4' forjada en acero","PTF-4","7501206642245","Truper","275.0","415.0","Pieza"
"Prensa 6' forjada en acero","PTF-6","7501206642252","Truper","475.0","715.0","Pieza"
"Prensa con ajuste rápido 12'","PAR-112","7506240675921","Truper","125.0","187.0","Pieza"
"Prensa con ajuste rápido 12', uso rudo","PAR-212","7506240675945","Expert","205.0","305.0","Pieza"
"Prensa con ajuste rápido 24', uso rudo","PAR-224","7506240675952","Expert","255.0","385.0","Pieza"
"Prensa con ajuste rápido 6'","PAR-16","7506240675914","Truper","110.0","165.0","Pieza"
"Prensa con ajuste rápido 6', uso rudo","PAR-26","7506240675938","Expert","185.0","279.0","Pieza"
"Prensa de hierro nodular para carpintería, 1'","PNT-1","7501206620670","Truper","35.0","52.0","Pieza"
"Prensa de hierro nodular para carpintería, 2'","PNT-2","7501206620687","Truper","52.0","78.0","Pieza"
"Prensa de hierro nodular para carpintería, 3'","PNT-3","7501206620694","Truper","97.0","145.0","Pieza"
"Prensa de hierro nodular para carpintería, 4'","PNT-4","7501206620601","Truper","125.0","196.0","Pieza"
"Prensa de hierro nodular para carpintería, 5'","PNT-5","7501206625132","Truper","169.0","255.0","Pieza"
"Prensa de hierro nodular para carpintería, 6'","PNT-6","7501206620618","Truper","199.0","299.0","Pieza"
"Prensa de hierro nodular para carpintería, 8'","PNT-8","7501206620625","Truper","285.0","425.0","Pieza"
"Prensa de hierro nodular, 2', Pretul","PNT-2P","7506240636564","Pretul","42.0","66.0","Pieza"
"Prensa de hierro nodular, 2-1/2', garganta profunda","PNT-2G","7501206671603","Truper","85.0","127.0","Pieza"
"Prensa de hierro nodular, 3', Pretul","PNT-3P","7506240636571","Pretul","69.0","105.0","Pieza"
"Prensa de hierro nodular, 3', garganta profunda","PNT-3G","7501206671597","Truper","105.0","157.0","Pieza"
"Prensa de hierro nodular, 4', Pretul","PNT-4P","7506240636588","Pretul","89.0","149.0","Pieza"
"Prensa de hierro nodular, 5', Pretul","PNT-5P","7506240636595","Pretul","120.0","179.0","Pieza"
"Prensa de hierro nodular, 6', Pretul","PNT-6P","7506240636601","Pretul","155.0","235.0","Pieza"
"Prensa de resorte 2'","PRE-2","7506240673576","Truper","10.0","15.0","Pieza"
"Prensa de resorte 3'","PRE-3","7506240673583","Truper","14.0","22.0","Pieza"
"Prensa de resorte 4'","PRE-4","7501206625323","Truper","24.0","36.0","Pieza"
"Prensa de resorte 6'","PRE-6","7501206625330","Truper","38.0","57.0","Pieza"
"Prensa de resorte 8'","PRE-8","7501206625347","Truper","52.0","78.0","Pieza"
"Prensa esquinera profesional, 3' de aluminio","PESQ-3","7501206625194","Truper","79.0","135.0","Pieza"
"Prensa forjada en acero, 8'","PTF-8","7501206642269","Truper","595.0","895.0","Pieza"
"Prensa hidráulica 12 Toneladas, con manómetro","PREH-12","7501206628157","Truper","8250.0","11550.0","Pieza"
"Prensa hidráulica 12 toneladas con gato de botella","PREH-12G","7506240661283","Truper","4150.0","5850.0","Pieza"
"Prensa hidráulica 20 toneladas con gato de botella","PREH-20G","7506240661290","Truper","6550.0","9150.0","Pieza"
"Prensa hidráulica 20 toneladas, con manómetro","PREH-20","7501206628164","Truper","9950.0","13950.0","Pieza"
"Prensa hidráulica 30 toneladas con gato de botella","PREH-30G","7506240661306","Truper","10250.0","14350.0","Pieza"
"Prensa mini de hierro nodular de 50 mm 2"" Nodular Iron mini C-Clamp","","","Truper","0.0","1.0",""
"Prensa troquelada, 2'","PTR-2","7501206620649","Truper","36.0","54.0","Pieza"
"Probador corriente alterna tipo desarmador 14cm","PROCO-14","7501206671931","Truper","12.84","18.0","Pieza"
"Probador corriente alterna tipo desarmador 19cm","PROCO-19","7501206671948","Truper","14.81","24.0","Pieza"
"Probador corriente directa tipo desarmador 14cm","PROCO-14X","7501206671955","Truper","22.0","33.0","Pieza"
"Probador de corriente 20 cm","PROCO-20","7501206610978","Truper","42.0","63.0","Pieza"
"Probador de corriente uso pesado 6-12v","PROCO-20X","7501206610985","Truper","59.0","88.0","Pieza"
"Probador de lámparas, bases E26, E27, GX5.3 y GU10","PRO-LAMP","7506240645665","Volteck","295.0","355.0","Pieza"
"Probador de voltaje AC/DC","PROVO-3","7506240626480","Truper","65.0","97.0","Pieza"
"Probador de voltaje digital","PROVO-1","7506240626473","Truper","29.0","44.0","Pieza"
"Probador de voltaje y polaridad DC","PROVO-4","7506240626497","Truper","65.0","97.0","Pieza"
"Protección para soldar, capucha de carnaza","PROSO-4","7506240668770","Truper","155.0","235.0","Pieza"
"Protección para soldar, mangas de carnaza","PROSO-2","7506240650256","Truper","105.0","157.0","Pieza"
"Protección para soldar, peto de carnaza","PROSO-1","7506240650249","Truper","115.0","169.0","Pieza"
"Protección para soldar, polainas de carnaza","PROSO-3","7506240650263","Truper","99.0","148.0","Pieza"
"Protector con perno completo para fumigadora FM-425","425-041-C","7506240622697","Truper","25.0","40.0","Pieza"
"Protector facial","PF-500","7501206688731","Truper","195.0","295.0","Pieza"
"Protector facial, Pretul","PF-500P","7506240643357","Pretul","79.0","118.0","Pieza"
"Protector solar plegable para casco, naranja con reflejante","PROCA-N","7506240677260","Truper","85.0","136.0","Pieza"
"Protector solar plegable para casco, verde con reflejante","PROCA-V","7506240677277","Truper","85.0","136.0","Pieza"
"Puente CPVC 1'","CPVC-413","7506240663102","limsa","25.0","38.0","Pieza"
"Puente CPVC 1/2'","CPVC-411","7506240663126","limsa","7.0","10.5","Pieza"
"Puente CPVC 3/4'","CPVC-412","7506240663119","limsa","19.0","29.0","Pieza"
"Puente cal 16, carretillas gris Pretul","RT-GP","7506240673422","Pretul","22.0","33.0","Pieza"
"Puente cal 19, carretillas roja Pretul","RT-RP","7506240673439","Pretul","30.0","45.0","Pieza"
"Pulidora 10', 110 W, Pretul","PULA-P","7501206646649","Pretul","695.0","975.0","Pieza"
"Pulidora 7', 1,200 W","PULA-7A3","7506240634744","Truper","1450.0","2450.0","Pieza"
"Pulidora industrial, 7', 1,200 W","PULA-7N","7506240644200","Truper","2550.0","3550.0","Pieza"
"Pulidora orbital 6"" de mano 45 W, Truper","PULA-6AM","7502309735926","Truper","575.0","835.0","Pieza"
"Pulidora velocidad variable 7' 1,200 W, c/accesorios, Pretul","PULA-7P","7506610208254","Pretul","1150.0","1610.0","Pieza"
"Punta de repuesto para cautín, tipo lápiz CAU-150X","REP-CAU-150X","7506240618614","Truper","135.0","205.0","Pieza"
"Punta de repuesto para cautín, tipo lápiz CAU-300X","REP-CAU-300X","7506240618942","Truper","245.0","365.0","Pieza"
"Punta pol 1/4' x 12 cm de rosca","POL-12R","7506240600367","FOSET","39.0","58.0","Pieza"
"Punta pol 1/4' x 5 cm con rosca y O-ring","POL-6RE","7506240668572","foset","22.0","36.0","Pieza"
"Punta pol 1/4' x 6 cm de rosca","POL-6R","7506240600350","FOSET","16.0","30.0","Pieza"
"Punta pol 3/8' x 12 cm de espiga","POL-12E","7506240600381","limsa","39.0","58.0","Pieza"
"Punta pol 3/8' x 6 cm de espiga","POL-6E","7506240600374","foset","19.0","29.0","Pieza"
"Puntas de repuesto para cautín tipo lápiz CAU-100, 3 piezas","R-CAU-100","7506240669869","Truper","55.0","82.0","Pieza"
"Puntas de repuesto para cautín tipo lápiz CAU-30, 2 piezas","R-CAU-30","7501206665589","Truper","10.0","15.0","Pieza"
"Puntas de repuesto para cautín tipo lápiz CAU-45, 3 piezas","R-CAU-45","7501206665596","Truper","27.0","42.0","Pieza"
"Puntas de repuesto para cautín tipo lápiz CAU-60, 3 piezas","R-CAU-60","7501206668214","Truper","33.0","50.0","Pieza"
"Puntas de repuesto para cautín tipo lápiz CAU-80, 3 piezas","R-CAU-80","7506240669876","Truper","49.0","73.0","Pieza"
"Puntas de repuesto para cautín tipo pistola CAU-230, 2 pzas","R-CAU-230","7501206665619","Truper","55.0","88.0","Pieza"
"Puntas de repuestos para cautín tipo pistola CAU-140, 2 pzas","R-CAU-140","7501206665602","Truper","49.0","78.0","Pieza"
"Puntas para desarmador PH2 para tablaroca, 1', 5 piezas","PUDE-1205","7506240671565","Expert","49.0","78.0","Pieza"
"Puntas para desarmador Phillips PH0, 1', 5 piezas","PUDE-1100","7506240672500","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Phillips PH0, 2', 5 piezas","PUDE-1200","7506240672463","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Phillips PH0, 3', 5 piezas","PUDE-1300","7506240672425","Expert","39.0","62.0","Pieza"
"Puntas para desarmador Phillips PH1, 1', 15 piezas","PUDE-1101-15","7506240675358","Expert","39.0","62.0","Pieza"
"Puntas para desarmador Phillips PH1, 1', 5 piezas","PUDE-1101","7506240672494","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Phillips PH1, 2', 15 piezas","PUDE-1201-15","7506240675372","Expert","59.0","94.0","Pieza"
"Puntas para desarmador Phillips PH1, 2', 5 piezas","PUDE-1201","7506240672456","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Phillips PH1, 3', 5 piezas","PUDE-1301","7506240672418","Expert","39.0","62.0","Pieza"
"Puntas para desarmador Phillips PH2, 1', 15 piezas","PUDE-1102-15","7506240675365","Expert","39.0","62.0","Pieza"
"Puntas para desarmador Phillips PH2, 1', 5 piezas","PUDE-1102","7506240672487","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Phillips PH2, 2', 1 pieza","PD2","","Expert","0.0","15.0","Pieza"
"Puntas para desarmador Phillips PH2, 2', 15 piezas","PUDE-1202-15","7506240675389","Expert","79.0","125.0","Pieza"
"Puntas para desarmador Phillips PH2, 2', 5 piezas","PUDE-1202","7506240672449","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Phillips PH2, 3', 5 piezas","PUDE-1302","7506240672401","Expert","39.0","62.0","Pieza"
"Puntas para desarmador Phillips PH2,2',50pzas, Truper Expert","PUDE-1202-50","7506240676058","Expert","179.0","285.0","Pieza"
"Puntas para desarmador Phillips PH3, 1', 5 piezas","PUDE-1103","7506240672470","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Phillips PH3, 2', 15 piezas","PUDE-1203-15","7506240675396","Expert","59.0","94.0","Pieza"
"Puntas para desarmador Phillips PH3, 3', 5 piezas","PUDE-1303","7506240672395","Expert","39.0","62.0","Pieza"
"Puntas para desarmador Pozidriv, PZ1, 1', 5 piezas","PUDE-2101","7506240672388","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Pozidriv, PZ1, 2', 5 piezas","PUDE-2201","7506240672357","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Pozidriv, PZ2, 1', 5 piezas","PUDE-2102","7506240672371","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Pozidriv, PZ2, 2', 5 piezas","PUDE-2202","7506240672340","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Pozidriv, PZ3, 1', 5 piezas","PUDE-2103","7506240672364","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Pozidriv, PZ3, 2', 5 piezas","PUDE-2203","7506240672333","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T10, 1', 5 piezas","PUDE-5110","7506240672173","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T10, 2', 5 piezas","PUDE-5210","7506240672067","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T15, 1', 5 piezas","PUDE-5115","7506240672166","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T15, 2', 5 piezas","PUDE-5215","7506240672050","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T20, 1', 5 piezas","PUDE-5120","7506240672159","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T20, 2', 5 piezas","PUDE-5220","7506240672043","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T25, 1', 5 piezas","PUDE-5125","7506240672142","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T25, 2', 5 piezas","PUDE-5225","7506240672036","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T27, 1', 5 piezas","PUDE-5127","7506240672135","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T27, 2', 5 piezas","PUDE-5227","7506240672029","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T30, 1', 5 piezas","PUDE-5130","7506240672128","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T30, 2', 5 piezas","PUDE-5230","7506240672012","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T40, 1', 5 piezas","PUDE-5140","7506240672111","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T40, 2', 5 piezas","PUDE-5240","7506240672005","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T6, 1', 5 piezas","PUDE-5106","7506240672210","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T6, 2', 5 piezas","PUDE-5206","7506240672104","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T7, 1', 5 piezas","PUDE-5107","7506240672203","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T7, 2', 5 piezas","PUDE-5207","7506240672098","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T8, 1', 5 piezas","PUDE-5108","7506240672197","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T8, 2', 5 piezas","PUDE-5208","7506240672081","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx T9, 1', 5 piezas","PUDE-5109","7506240672180","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx T9, 2', 5 piezas","PUDE-5209","7506240672074","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx seg T10, 1', 5 piezas","PUDE-6110","7506240671992","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx seg T10, 2', 5 piezas","PUDE-6210","7506240671923","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx seg T15, 1', 5 piezas","PUDE-6115","7506240671985","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx seg T15, 2', 5 piezas","PUDE-6215","7506240671916","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx seg T20, 1', 5 piezas","PUDE-6120","7506240671978","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx seg T20, 2', 5 piezas","PUDE-6220","7506240671909","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx seg T25, 1', 5 piezas","PUDE-6125","7506240671961","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx seg T25, 2', 5 piezas","PUDE-6225","7506240671893","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx seg T27, 1', 5 piezas","PUDE-6127","7506240671954","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx seg T27, 2', 5 piezas","PUDE-6227","7506240671886","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx seg T30, 1', 5 piezas","PUDE-6130","7506240671947","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx seg T30, 2', 5 piezas","PUDE-6230","7506240671879","Expert","28.0","45.0","Pieza"
"Puntas para desarmador Torx seg T40, 1', 5 piezas","PUDE-6140","7506240671930","Expert","19.0","30.0","Pieza"
"Puntas para desarmador Torx seg T40, 2', 5 piezas","PUDE-6240","7506240671862","Expert","28.0","45.0","Pieza"
